user_id,day_index,sleep_duration,step_count,resting_heart_rate,stress_level,sleep_onset_time,HR_day_avg,HR_sleep_min
2,44,6.34,352,92.3,0.34,1420,85.2,53.5
2,45,4.69,0,84.9,0.29,1487,93.7,73.8
2,46,6.16,168,66.2,0.36,1627,93.8,62.2
2,47,5.24,0,85.5,0.34,1632,102.4,59.2
2,48,6.8,513,73.1,0.35,1694,88.9,61.3
2,49,5.45,0,80.8,0.37,1589,87.2,61.0
2,50,6.87,555,74.2,0.4,1559,87.5,54.8
2,51,6.25,130,81.0,0.35,1444,82.8,55.3
2,52,5.05,0,93.6,0.35,1484,89.6,52.3
2,53,7.58,272,82.1,0.35,1476,84.8,58.3
2,54,5.71,0,81.9,0.3,1572,106.4,57.2
2,55,6.88,328,95.0,0.29,1605,96.3,55.4
2,56,7.52,104,73.4,0.32,1378,88.1,61.9
2,57,5.29,0,86.3,0.35,1320,94.2,48.5
2,58,7.14,373,74.0,0.36,1575,89.3,64.1
2,59,6.7,732,66.8,0.31,1494,81.2,69.9
2,60,7.36,236,87.4,0.35,1488,90.5,52.4
2,61,7.03,988,83.3,0.45,1386,92.2,57.6
2,62,6.35,83,86.7,0.36,1584,86.8,57.9
2,63,6.51,143,78.4,0.35,1546,98.2,55.6
2,64,8.73,277,77.5,0.31,1542,83.7,56.4
2,65,6.99,397,86.9,0.31,1321,98.0,55.9
2,66,4.84,0,95.0,0.34,1379,93.0,59.6
2,67,6.63,53,84.9,0.34,1539,82.1,68.1
2,68,6.92,262,93.3,0.3,1320,82.2,57.8
2,69,6.4,217,83.5,0.25,1504,83.2,66.5
3,0,7.59,17800,75.4,0.43,1320,92.7,55.9
3,1,7.0,6917,76.0,0.35,1464,85.7,51.6
3,2,7.26,5994,67.8,0.42,1322,88.5,44.5
3,3,7.51,13390,67.6,0.48,1320,91.8,54.7
3,4,7.08,13080,62.1,0.47,1320,86.4,47.7
3,5,7.49,7299,58.4,0.37,1320,86.1,54.2
3,6,7.3,6310,71.6,0.36,1320,85.0,59.2
3,7,9.0,2748,74.4,0.38,1490,85.3,56.2
3,8,7.99,13870,72.3,0.44,1320,83.1,47.6
3,9,9.0,14586,55.1,0.45,1320,82.3,55.9
3,10,8.27,6476,50.1,0.39,1320,72.7,45.3
3,11,9.0,25000,52.0,0.43,1431,84.3,55.6
3,12,8.22,20399,73.3,0.42,1320,80.4,58.3
3,13,7.23,12338,72.0,0.4,1408,78.4,61.8
3,14,7.06,25000,52.9,0.41,1320,82.7,50.8
3,15,7.27,22255,77.8,0.37,1320,76.0,61.0
3,16,8.73,11819,74.4,0.39,1320,86.4,65.3
3,17,9.0,6747,68.2,0.4,1320,72.7,55.4
3,18,6.84,19817,68.7,0.39,1482,86.5,64.2
3,19,7.5,10233,58.7,0.32,1464,76.1,66.4
3,20,6.79,10516,68.8,0.28,1372,70.0,60.4
3,21,6.27,6006,82.0,0.22,1381,84.6,72.6
3,22,8.17,5576,68.6,0.24,1320,88.3,58.9
3,23,7.82,2049,61.6,0.27,1342,74.0,52.8
3,24,9.0,6483,61.7,0.34,1441,85.2,51.8
3,25,9.0,4877,63.6,0.33,1320,92.3,56.8
3,26,8.4,11159,75.6,0.38,1320,91.6,57.2
3,27,8.96,12582,57.2,0.4,1485,87.5,46.5
3,28,7.55,2634,68.7,0.43,1320,70.0,52.6
3,29,9.0,8895,74.8,0.47,1556,86.8,51.3
3,30,7.33,9953,68.5,0.45,1473,70.0,62.7
3,31,8.16,11420,60.1,0.52,1320,79.4,53.2
3,32,6.61,11617,64.0,0.49,1341,71.9,58.1
3,33,9.0,10154,60.1,0.46,1420,89.5,41.0
3,34,7.71,20426,56.5,0.5,1320,74.0,61.8
3,35,9.0,5383,72.0,0.44,1320,90.3,55.4
3,36,6.47,1238,66.6,0.42,1320,81.4,59.3
3,37,8.56,9379,74.3,0.41,1481,84.4,63.2
3,38,7.09,3001,54.1,0.46,1547,76.8,57.8
3,39,8.57,25000,53.5,0.39,1439,82.8,58.6
3,40,9.0,8701,70.5,0.35,1471,75.9,44.8
3,41,7.76,19159,72.0,0.33,1409,70.7,49.6
3,42,8.7,5434,76.2,0.29,1345,70.0,46.2
3,43,8.34,15317,63.1,0.3,1350,81.9,54.2
3,44,7.73,4932,65.2,0.28,1427,87.7,56.9
3,45,8.99,8272,66.7,0.3,1381,92.7,50.4
3,46,9.0,10390,69.2,0.33,1431,77.2,53.9
3,47,8.63,16309,64.7,0.31,1407,82.2,43.7
3,48,8.76,9319,55.4,0.33,1320,70.0,56.7
3,49,8.23,17704,78.9,0.3,1519,77.3,54.4
3,50,6.11,10604,66.6,0.28,1408,78.1,57.2
3,51,8.68,11981,67.9,0.24,1409,72.2,44.5
3,52,9.0,6559,82.0,0.21,1352,86.8,51.1
3,53,9.0,10767,68.4,0.19,1427,75.7,42.2
3,54,7.47,4712,70.1,0.17,1320,74.6,41.7
3,55,7.88,3340,59.1,0.22,1361,80.8,43.3
3,56,8.85,5693,80.1,0.25,1398,74.5,42.6
3,57,8.83,7865,53.0,0.31,1463,87.6,48.2
3,58,7.9,6846,71.7,0.26,1387,82.2,43.8
3,59,8.81,6267,63.4,0.39,1320,88.9,48.4
3,60,9.0,1925,59.3,0.34,1517,77.2,49.8
3,61,7.18,4898,65.2,0.39,1349,70.6,45.5
3,62,8.63,18431,78.7,0.35,1615,76.0,43.8
3,63,8.58,1598,66.0,0.33,1406,84.5,47.7
3,64,9.0,10130,76.6,0.37,1398,87.9,42.6
3,65,8.27,20019,60.8,0.34,1349,89.4,40.0
3,66,6.74,7274,60.5,0.37,1320,81.7,52.3
3,67,8.74,2570,68.2,0.33,1537,85.9,40.0
3,68,7.62,12889,64.0,0.34,1462,84.8,42.8
3,69,8.91,1021,60.8,0.37,1589,82.4,48.7
4,0,7.46,25000,59.3,0.13,1374,91.7,51.2
4,1,4.86,12277,77.5,0.19,1320,109.0,43.8
4,2,7.8,24234,63.9,0.17,1320,90.1,55.9
4,3,6.15,10698,66.2,0.17,1397,92.3,40.3
4,4,6.67,7476,57.1,0.17,1541,82.2,40.0
4,5,7.19,22129,75.4,0.21,1320,83.1,40.0
4,6,6.88,22356,86.8,0.26,1445,87.5,50.6
4,7,7.04,20599,82.6,0.29,1409,96.8,45.4
4,8,8.16,5754,67.5,0.31,1320,89.7,42.0
4,9,6.72,9014,85.0,0.33,1320,99.8,44.9
4,10,7.47,17434,71.6,0.4,1474,84.3,49.7
4,11,8.39,7926,71.2,0.35,1395,98.9,40.0
4,12,6.84,3453,71.9,0.42,1321,90.7,51.6
4,13,7.3,356,81.1,0.38,1485,90.8,44.1
4,14,7.58,8586,82.3,0.36,1417,90.8,41.1
4,15,6.94,11767,69.1,0.37,1393,91.5,48.5
4,16,6.39,8272,85.9,0.44,1343,84.6,44.9
4,17,6.03,17909,71.2,0.45,1414,107.2,41.5
4,18,8.03,1689,95.0,0.4,1484,81.4,40.0
4,19,6.23,9910,80.6,0.44,1320,85.3,40.0
4,20,7.17,6782,77.3,0.41,1555,87.3,46.3
4,21,9.0,8211,92.0,0.35,1442,92.3,42.6
4,22,5.12,5777,93.7,0.28,1320,101.8,40.8
4,23,3.82,10194,91.7,0.34,1418,98.1,40.0
4,24,5.7,3874,88.6,0.35,1469,95.3,43.3
4,25,4.87,419,68.8,0.32,1399,93.4,40.0
4,26,5.2,9669,95.0,0.31,1366,99.0,52.3
4,27,5.68,492,76.7,0.39,1414,91.4,40.0
4,28,6.17,2216,74.4,0.39,1448,95.8,41.3
4,29,4.34,600,77.7,0.46,1502,94.2,48.9
4,30,7.81,7242,93.0,0.49,1320,91.3,47.7
4,31,4.06,3044,68.5,0.47,1412,96.5,40.0
4,32,6.32,10375,84.0,0.42,1355,108.3,40.8
4,33,6.48,2799,61.8,0.39,1587,97.1,40.0
4,34,5.4,5792,80.7,0.42,1468,106.0,45.2
4,35,7.05,7291,87.7,0.37,1458,90.2,40.2
4,36,4.95,0,91.3,0.41,1398,85.2,51.3
4,37,5.64,3091,69.8,0.43,1320,101.3,40.6
4,38,4.23,1777,92.4,0.38,1336,101.0,46.5
4,39,5.89,535,74.9,0.41,1320,90.0,47.9
4,40,5.42,3046,77.1,0.37,1408,103.0,46.2
4,41,6.46,5111,69.1,0.44,1494,87.7,46.2
4,42,5.42,1745,95.0,0.37,1445,93.5,41.1
4,43,6.04,3386,73.0,0.33,1320,84.0,46.8
4,44,6.35,3855,83.0,0.3,1350,87.4,43.5
4,45,7.35,1047,89.7,0.35,1501,83.6,49.0
4,46,7.34,1171,87.5,0.35,1428,90.2,43.6
4,47,6.3,2688,81.0,0.39,1405,95.0,43.4
4,48,4.6,1537,82.3,0.46,1320,109.5,40.0
4,49,5.25,0,95.0,0.44,1402,94.9,42.4
4,50,6.05,1919,80.4,0.44,1385,99.3,44.8
4,51,4.76,0,87.4,0.44,1412,99.8,52.2
4,52,7.62,5090,77.4,0.41,1340,89.1,49.8
4,53,5.44,436,83.2,0.36,1373,99.7,55.3
4,54,5.21,0,83.3,0.35,1500,104.3,44.0
4,55,3.5,1408,86.8,0.28,1561,98.3,44.7
4,56,5.69,892,77.6,0.38,1430,95.7,44.5
4,57,5.47,0,95.0,0.38,1320,107.9,40.3
4,58,6.39,3322,74.5,0.35,1339,103.7,52.1
4,59,5.97,1255,90.2,0.32,1442,99.4,43.1
4,60,6.36,1464,82.9,0.32,1547,101.6,49.0
4,61,7.09,2641,84.5,0.36,1320,110.0,41.3
4,62,4.77,321,78.0,0.38,1443,104.8,48.9
4,63,6.26,4258,80.8,0.38,1594,110.0,44.9
4,64,5.26,130,95.0,0.39,1379,110.0,40.0
4,65,6.07,519,82.1,0.4,1390,103.9,53.4
4,66,5.79,1236,95.0,0.37,1420,104.8,53.0
4,67,5.63,0,84.8,0.37,1343,103.8,40.0
4,68,6.36,1202,78.1,0.31,1342,110.0,44.5
4,69,3.75,0,80.9,0.35,1375,110.0,43.8
5,0,6.15,9177,68.5,0.44,1346,70.1,56.7
5,1,7.67,1184,64.4,0.42,1320,70.8,54.4
5,2,4.66,3341,69.1,0.42,1393,85.2,47.2
5,3,6.07,10522,60.4,0.45,1320,75.6,46.0
5,4,9.0,19371,60.2,0.41,1320,86.0,41.2
5,5,8.03,17226,74.5,0.37,1369,83.3,47.3
5,6,6.17,2975,64.5,0.36,1320,79.0,45.8
5,7,6.58,13603,72.0,0.38,1320,78.7,45.6
5,8,5.55,8377,71.7,0.39,1438,91.7,52.7
5,9,6.25,5987,67.9,0.39,1320,74.5,50.4
5,10,6.75,18972,63.8,0.35,1320,71.1,58.3
5,11,7.23,10835,75.9,0.37,1320,84.6,57.8
5,12,6.66,11387,64.3,0.36,1422,81.9,49.6
5,13,4.49,165,58.7,0.38,1320,93.5,64.1
5,14,6.31,8642,90.0,0.36,1407,77.1,51.7
5,15,9.0,14291,61.5,0.37,1341,71.8,45.0
5,16,8.54,14262,63.2,0.38,1357,85.9,50.9
5,17,6.14,7607,54.4,0.35,1320,88.3,52.1
5,18,7.68,12663,67.7,0.33,1433,78.4,50.2
5,19,5.09,5660,62.6,0.35,1359,73.7,47.8
5,20,5.43,998,76.2,0.29,1325,76.7,48.8
5,21,6.15,1486,71.6,0.31,1320,81.6,51.8
5,22,6.83,7449,63.9,0.27,1351,83.9,51.7
5,23,6.06,6361,74.0,0.24,1320,75.3,51.7
5,24,7.44,7137,59.4,0.26,1320,97.9,51.1
5,25,5.83,0,67.7,0.22,1340,91.8,47.2
5,26,6.71,8746,70.3,0.22,1320,83.3,53.7
5,27,6.11,12633,74.5,0.25,1354,82.1,49.9
5,28,4.6,5189,64.3,0.33,1327,80.0,52.7
5,29,5.25,1990,67.3,0.29,1320,91.4,62.0
5,30,6.48,2968,56.4,0.34,1320,85.0,46.8
5,31,6.73,8635,63.8,0.4,1320,84.7,56.3
5,32,6.37,9752,63.0,0.43,1362,80.2,49.1
5,33,7.76,6754,70.7,0.37,1425,96.0,52.9
5,34,6.16,2962,67.7,0.33,1415,89.2,57.8
5,35,5.98,7874,65.7,0.3,1320,84.4,45.8
5,36,6.7,2927,75.8,0.3,1449,81.2,43.9
5,37,7.64,1975,55.6,0.28,1320,79.2,49.6
5,38,7.88,10659,62.0,0.26,1498,87.3,40.0
5,39,7.51,2234,63.7,0.29,1468,83.5,42.7
5,40,5.17,2069,63.3,0.3,1320,87.8,48.0
5,41,6.79,1982,66.9,0.29,1373,81.0,50.3
5,42,6.41,1778,57.7,0.42,1328,78.7,47.1
5,43,7.69,1854,62.5,0.42,1320,70.0,47.1
5,44,6.92,1862,51.6,0.41,1320,80.4,48.5
5,45,4.06,0,62.3,0.4,1503,78.5,42.0
5,46,8.5,4504,63.2,0.34,1429,77.9,42.5
5,47,6.22,1304,52.5,0.3,1320,76.5,48.5
5,48,6.34,1808,63.6,0.3,1320,83.1,40.5
5,49,7.59,2090,58.0,0.28,1321,75.8,50.1
5,50,6.25,4852,60.4,0.24,1320,70.4,44.7
5,51,7.95,3771,61.2,0.21,1320,72.9,42.5
5,52,7.13,761,60.8,0.28,1320,88.3,52.5
5,53,7.54,5717,55.5,0.3,1438,75.8,47.4
5,54,6.7,8410,65.9,0.29,1320,87.7,53.4
5,55,6.44,2378,69.6,0.27,1320,79.3,44.0
5,56,7.01,850,64.6,0.35,1379,75.8,40.0
5,57,6.69,3267,68.3,0.3,1332,84.4,44.1
5,58,6.01,1667,58.1,0.29,1430,80.3,40.0
5,59,6.98,2440,82.6,0.28,1358,81.1,48.4
5,60,6.37,495,73.6,0.26,1419,91.8,40.0
5,61,7.88,2413,71.7,0.32,1385,79.6,45.8
5,62,7.14,990,56.3,0.31,1367,77.9,40.0
5,63,8.0,6540,68.2,0.45,1334,91.5,56.0
5,64,6.16,3425,74.7,0.46,1393,71.9,50.1
5,65,6.49,4879,66.6,0.43,1384,78.1,51.6
5,66,6.68,2116,65.7,0.39,1385,94.6,44.2
5,67,7.25,1405,73.2,0.38,1457,87.9,44.9
5,68,7.75,1569,51.6,0.33,1344,93.9,47.9
5,69,8.21,1106,59.0,0.45,1351,89.9,42.3
6,0,8.75,3887,70.2,0.3,1467,84.2,40.0
6,1,9.0,3167,65.1,0.36,1393,87.5,52.0
6,2,6.76,2142,59.2,0.3,1408,92.6,65.5
6,3,7.2,2193,72.6,0.29,1353,84.6,42.5
6,4,8.03,914,69.2,0.29,1369,84.2,52.3
6,5,5.85,0,85.1,0.29,1448,82.8,51.4
6,6,8.86,1678,71.7,0.3,1372,93.8,62.8
6,7,8.07,1871,62.3,0.25,1320,84.2,46.7
6,8,7.3,3386,54.1,0.25,1415,81.4,52.2
6,9,7.63,3220,61.1,0.24,1320,87.7,40.0
6,10,7.68,6878,64.5,0.26,1320,98.3,48.4
6,11,7.07,2994,65.0,0.26,1552,71.5,51.2
6,12,8.93,6231,59.1,0.25,1420,85.5,44.6
6,13,8.13,971,75.5,0.4,1567,78.6,40.0
6,14,5.77,4473,75.2,0.41,1320,79.3,60.9
6,15,7.03,3150,64.0,0.34,1325,95.0,45.5
6,16,7.23,405,66.1,0.27,1418,79.9,44.8
6,17,6.48,472,70.3,0.31,1409,77.5,40.0
6,18,4.96,0,59.4,0.34,1320,96.6,46.5
6,19,8.4,1870,46.6,0.39,1320,80.4,45.5
6,20,8.7,2608,51.5,0.31,1320,92.3,47.5
6,21,7.55,321,56.5,0.29,1402,79.2,42.8
6,22,8.82,371,79.4,0.29,1445,82.4,44.4
6,23,8.88,303,52.4,0.27,1400,80.0,49.5
6,24,6.84,5525,89.1,0.26,1469,88.3,52.3
6,25,5.27,515,63.7,0.25,1423,81.1,50.7
6,26,9.0,2237,66.9,0.36,1557,87.7,50.8
6,27,6.22,2384,56.3,0.41,1355,77.3,40.0
6,28,7.65,3633,65.9,0.34,1585,89.4,47.5
6,29,7.58,3856,52.8,0.35,1423,81.5,41.5
6,30,8.41,353,68.4,0.28,1492,89.9,50.9
6,31,9.0,506,57.2,0.25,1501,87.4,52.5
6,32,7.76,2806,56.2,0.24,1436,90.3,50.9
6,33,6.05,2008,66.3,0.24,1343,94.6,52.7
6,34,7.44,1327,57.0,0.25,1421,85.4,53.3
6,35,6.57,1770,68.4,0.25,1492,87.9,52.9
6,36,9.0,778,56.1,0.24,1531,79.8,50.2
6,37,7.21,1420,63.5,0.22,1426,80.4,55.3
6,38,9.0,1558,53.1,0.28,1331,85.4,48.3
6,39,8.45,2289,59.8,0.28,1551,100.7,45.8
6,40,8.57,2135,49.5,0.3,1410,75.1,48.2
6,41,7.69,1373,63.7,0.26,1320,82.9,60.9
6,42,7.77,797,69.5,0.22,1463,78.1,48.5
6,43,7.31,1127,58.6,0.23,1320,91.8,42.8
6,44,7.34,1527,78.4,0.21,1320,81.8,53.0
6,45,9.0,3085,62.6,0.19,1320,84.5,49.1
